"","SEXO","EDAD_MADN","1985","1984","1983","1982","1981","1980","1979","1978","1977","1976"
"1",1,12,18,8,8,5,15,31,6,20,11,17
"2",1,13,125,19,30,23,34,62,41,15,17,20
"3",1,14,704,101,99,126,117,187,55,44,36,46
"4",1,15,2381,325,350,260,330,272,134,86,99,116
"5",1,16,4958,943,644,682,532,535,230,155,167,165
"6",1,17,9433,1484,1116,825,852,870,380,287,233,233
"7",1,18,12445,2019,1187,1166,1078,1049,494,315,262,272
"8",1,19,15381,1957,1547,1384,1266,1177,560,301,300,258
"9",1,20,15096,2257,1700,1467,1469,1326,545,374,290,389
"10",1,21,15594,2466,1688,1577,1355,1165,568,356,359,240
"11",1,22,16747,2445,1645,1465,1165,1143,559,385,267,290
"12",1,23,16302,2346,1659,1209,1166,977,639,251,266,278
"13",1,24,15750,2272,1270,1191,1012,1122,424,318,284,286
"14",1,25,15083,1881,1357,1069,1106,795,400,271,223,300
"15",1,26,13078,1966,1126,1154,737,808,399,216,268,303
"16",1,27,12089,1582,1271,733,773,733,385,319,269,198
"17",1,28,10861,1804,851,791,702,657,435,286,206,279
"18",1,29,11156,1176,837,719,552,713,404,189,203,200
"19",1,30,8597,1103,787,639,753,723,359,261,210,269
"20",1,31,7264,1082,636,654,666,491,345,205,247,127
"21",1,32,6903,930,735,654,512,614,268,257,131,154
"22",1,33,5918,1079,739,459,577,465,372,130,155,155
"23",1,34,6198,967,552,509,454,558,210,143,139,145
"24",1,35,5750,748,586,452,474,315,177,128,123,155
"25",1,36,4477,780,472,482,273,324,177,113,163,131
"26",1,37,4156,691,564,258,267,283,153,189,111,91
"27",1,38,3488,706,268,260,243,253,203,132,93,121
"28",1,39,3412,389,250,273,220,280,130,60,93,94
"29",1,40,2002,324,238,207,230,230,104,90,68,110
"30",1,41,1477,300,192,217,187,155,101,61,84,47
"31",1,42,1338,228,190,150,110,145,82,69,28,35
"32",1,43,942,211,143,115,99,111,87,27,29,29
"33",1,44,825,183,71,90,82,92,36,19,23,26
"34",1,45,532,71,86,82,72,48,19,17,20,31
"35",1,46,272,93,62,81,33,26,16,20,14,18
"36",1,47,230,45,55,25,36,36,16,14,18,3
"37",1,48,154,54,25,29,24,23,26,12,4,9
"38",1,49,116,21,19,16,18,21,12,10,7,3
"39",1,50,68,19,16,19,24,23,7,1,5,6
"40",1,99,1462,431,324,352,321,320,265,213,199,239
"41",2,12,25,6,4,2,13,44,15,16,10,9
"42",2,13,111,15,23,19,39,56,28,19,22,32
"43",2,14,720,108,94,124,91,197,47,37,48,53
"44",2,15,2221,317,311,291,307,261,144,108,78,126
"45",2,16,4795,892,646,663,530,557,283,161,197,175
"46",2,17,9014,1343,1086,867,880,825,414,281,233,198
"47",2,18,12001,2008,1195,1101,1104,1081,567,353,264,292
"48",2,19,14456,2053,1402,1450,1249,1213,653,328,294,277
"49",2,20,14325,2168,1720,1506,1406,1312,579,381,312,394
"50",2,21,15131,2433,1621,1468,1426,1181,544,325,380,270
"51",2,22,16402,2424,1623,1440,1222,1199,482,412,256,297
"52",2,23,15664,2350,1600,1208,1113,1068,627,279,261,305
"53",2,24,15539,2314,1388,1173,1044,1233,443,283,251,272
"54",2,25,14456,1923,1292,1075,1142,828,409,280,244,310
"55",2,26,12673,1823,1170,1105,775,791,406,208,324,315
"56",2,27,11866,1560,1314,817,801,773,359,326,286,242
"57",2,28,10649,1800,840,771,686,666,459,293,219,283
"58",2,29,10799,1258,854,666,638,716,417,217,245,232
"59",2,30,8404,1145,802,600,723,722,346,281,207,320
"60",2,31,7278,1058,680,693,675,547,374,186,272,117
"61",2,32,6729,951,758,619,528,572,296,307,133,164
"62",2,33,5878,1098,707,519,550,521,356,128,156,157
"63",2,34,6032,1077,487,511,461,565,218,157,137,128
"64",2,35,5709,779,583,436,499,304,230,126,136,203
"65",2,36,4326,808,474,456,281,351,203,116,187,158
"66",2,37,4286,670,515,264,263,303,181,175,112,97
"67",2,38,3482,673,295,282,281,250,215,116,82,113
"68",2,39,3199,366,291,241,243,286,172,69,76,69
"69",2,40,1955,338,251,211,253,225,114,81,56,94
"70",2,41,1493,279,205,233,188,138,107,59,87,43
"71",2,42,1318,247,209,169,120,143,88,81,40,36
"72",2,43,982,221,145,86,99,112,67,38,28,30
"73",2,44,844,134,88,112,81,105,36,24,24,26
"74",2,45,541,90,78,68,82,60,28,11,20,25
"75",2,46,271,77,61,49,26,40,22,8,20,18
"76",2,47,207,74,45,24,40,23,14,14,16,13
"77",2,48,159,40,25,30,22,37,23,13,5,9
"78",2,49,115,35,18,24,9,20,16,5,6,8
"79",2,50,62,17,22,4,16,26,11,4,5,9
"80",2,99,1458,425,360,324,302,362,209,181,161,174
"81",9,17,40,9,8,1,6,5,4,1,1,1
"82",9,18,91,13,6,9,3,2,3,2,2,1
"83",9,19,90,11,10,5,4,2,1,3,4,3
"84",9,22,93,17,11,9,6,5,3,4,2,1
"85",9,24,85,21,7,10,4,4,2,1,1,3
"86",9,25,108,9,9,3,9,8,1,2,2,2
"87",9,26,83,8,8,11,5,2,1,2,1,3
"88",9,33,51,8,5,3,3,2,2,3,2,1
"89",9,99,15,3,5,5,4,2,4,1,1,2
