"","SEXO","EDAD_MADN","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"1",1,12,24,14,6,12,3,14,13,13,4,12
"2",1,13,147,48,44,28,34,31,18,20,10,11
"3",1,14,869,230,143,126,115,85,44,20,25,24
"4",1,15,3110,613,437,382,252,141,77,42,29,44
"5",1,16,7279,1412,938,655,431,239,112,84,70,59
"6",1,17,11772,2301,1252,858,609,331,171,122,99,54
"7",1,18,15876,2505,1456,963,632,378,204,131,86,89
"8",1,19,16979,2519,1444,1044,699,453,219,147,108,105
"9",1,20,17214,2583,1515,1129,747,464,249,172,134,104
"10",1,21,17350,2455,1363,1109,747,507,243,146,148,101
"11",1,22,16241,2372,1353,1027,735,454,239,138,144,103
"12",1,23,15456,2124,1304,998,682,455,262,178,116,84
"13",1,24,14731,2005,1199,950,669,445,208,163,124,83
"14",1,25,13921,1911,1089,843,650,414,229,155,108,99
"15",1,26,13072,1737,1065,853,538,399,186,141,89,70
"16",1,27,12038,1575,967,704,532,344,177,112,111,86
"17",1,28,11421,1460,871,646,528,326,173,110,103,83
"18",1,29,10692,1293,783,648,447,293,160,87,91,66
"19",1,30,9356,1124,699,589,422,243,148,101,75,55
"20",1,31,8474,1070,701,467,360,243,149,94,60,50
"21",1,32,7682,987,552,433,349,231,135,103,59,44
"22",1,33,7053,843,506,426,332,206,98,78,52,40
"23",1,34,6179,716,450,349,300,184,100,53,45,33
"24",1,35,5303,633,387,298,266,147,95,58,38,34
"25",1,36,4752,608,404,301,231,120,88,53,34,31
"26",1,37,3953,505,336,246,150,115,60,46,35,23
"27",1,38,3207,400,258,191,138,72,48,30,25,25
"28",1,39,2466,342,242,180,133,70,53,31,33,25
"29",1,40,1921,269,152,125,99,75,33,36,28,8
"30",1,41,1384,201,116,107,65,53,28,22,16,18
"31",1,42,886,135,93,83,39,38,23,12,13,8
"32",1,43,588,98,60,54,51,32,20,12,7,7
"33",1,44,370,64,44,37,34,22,15,12,9,8
"34",1,45,209,40,31,21,30,11,14,5,9,4
"35",1,46,112,20,23,13,26,14,6,6,3,3
"36",1,47,60,26,17,17,15,11,3,5,4,1
"37",1,48,36,9,12,12,13,4,8,1,1,5
"38",1,49,38,9,9,10,12,7,7,2,1,1
"39",1,99,804,465,601,635,638,629,400,317,323,268
"40",2,12,22,5,8,7,9,13,8,6,8,8
"41",2,13,144,50,34,38,31,28,22,17,10,12
"42",2,14,847,200,160,125,126,59,40,33,19,12
"43",2,15,2878,603,410,414,227,159,74,41,39,25
"44",2,16,7001,1335,1023,645,405,236,117,88,73,49
"45",2,17,11409,2227,1272,900,536,295,184,114,81,85
"46",2,18,15369,2477,1434,960,637,419,187,129,105,91
"47",2,19,16609,2463,1431,1048,709,444,219,165,110,89
"48",2,20,16495,2381,1466,1138,725,464,261,162,109,120
"49",2,21,16657,2463,1371,1088,796,467,257,170,127,89
"50",2,22,15722,2423,1385,1109,745,464,258,167,115,105
"51",2,23,15170,2207,1373,998,659,465,238,175,108,96
"52",2,24,14147,2033,1250,946,625,445,220,176,111,91
"53",2,25,13758,1924,1176,868,671,406,181,171,118,79
"54",2,26,12496,1656,1026,807,610,402,190,134,87,69
"55",2,27,11884,1569,966,731,588,327,218,125,86,78
"56",2,28,10904,1418,792,693,482,315,179,112,87,70
"57",2,29,10195,1289,817,616,413,279,150,122,85,51
"58",2,30,9317,1164,666,562,418,278,140,102,69,68
"59",2,31,8295,1070,630,483,370,260,120,80,71,45
"60",2,32,7697,952,543,409,337,234,115,92,63,50
"61",2,33,6758,823,509,412,298,200,118,81,49,47
"62",2,34,5900,749,430,341,266,211,97,56,49,40
"63",2,35,5250,678,415,298,231,126,70,59,43,36
"64",2,36,4584,599,355,290,209,141,68,45,39,25
"65",2,37,3672,496,278,242,188,139,63,32,41,26
"66",2,38,3201,410,232,214,159,103,56,29,25,20
"67",2,39,2561,319,197,162,120,89,32,29,20,24
"68",2,40,1840,221,147,141,100,73,33,25,25,10
"69",2,41,1304,206,103,107,65,58,41,18,20,10
"70",2,42,870,142,84,72,81,47,22,20,15,10
"71",2,43,576,83,71,66,38,43,23,15,9,5
"72",2,44,343,60,47,46,30,19,18,8,8,9
"73",2,45,194,44,30,24,28,16,11,8,4,4
"74",2,46,128,36,24,23,21,15,8,6,5,2
"75",2,47,66,24,24,13,14,12,6,3,4,2
"76",2,48,36,10,17,11,7,6,2,6,5,4
"77",2,99,734,488,563,606,583,552,384,335,291,273
