"","SEXO","EDAD_MADN","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007"
"1",1,12,11,7,2,2,6,13,5,8,10,18
"2",1,13,108,32,34,26,20,27,12,7,15,14
"3",1,14,714,186,102,80,71,45,17,19,20,15
"4",1,15,2693,508,340,272,148,78,50,43,21,27
"5",1,16,6259,1241,781,438,254,131,77,52,40,56
"6",1,17,10123,2018,959,551,327,202,90,80,50,48
"7",1,18,13202,1958,975,655,378,214,125,70,81,55
"8",1,19,13104,1939,1031,679,418,245,128,89,74,63
"9",1,20,13896,1973,1037,749,433,222,148,98,71,78
"10",1,21,14782,1912,1089,757,448,243,139,82,88,82
"11",1,22,14398,1925,1083,691,479,226,122,95,78,84
"12",1,23,14163,1822,976,694,426,243,128,98,78,90
"13",1,24,13655,1621,907,596,371,232,105,94,89,91
"14",1,25,12666,1529,836,596,352,192,141,80,87,71
"15",1,26,11873,1342,788,555,332,223,121,99,59,78
"16",1,27,10829,1221,698,518,288,171,99,74,62,66
"17",1,28,9916,1174,629,455,316,179,105,76,69,59
"18",1,29,9251,969,590,406,249,157,92,77,53,51
"19",1,30,8645,980,524,385,245,158,86,66,59,44
"20",1,31,7816,859,475,339,240,148,77,56,47,48
"21",1,32,6957,749,418,316,219,120,74,43,40,31
"22",1,33,6173,636,393,287,214,106,65,43,39,31
"23",1,34,5568,612,380,246,171,100,62,43,29,32
"24",1,35,4798,518,262,222,154,86,55,41,38,35
"25",1,36,4151,484,265,187,137,89,39,31,30,25
"26",1,37,3426,427,254,164,111,68,46,31,19,26
"27",1,38,2935,351,203,157,98,62,37,30,16,14
"28",1,39,2268,254,167,128,85,39,33,17,13,11
"29",1,40,1733,225,117,88,69,60,24,19,13,10
"30",1,41,1275,177,109,78,53,41,25,12,16,8
"31",1,42,862,118,99,65,46,34,11,3,8,12
"32",1,43,547,93,51,41,21,18,10,7,5,10
"33",1,44,317,66,37,32,24,18,6,6,2,6
"34",1,45,201,51,17,16,13,4,4,5,5,3
"35",1,46,118,18,19,15,8,6,13,2,3,4
"36",1,47,52,15,9,6,9,8,2,1,2,2
"37",1,48,33,12,6,6,4,3,2,2,3,5
"38",1,99,811,436,349,341,286,285,272,277,320,337
"39",2,12,13,5,8,2,7,4,6,6,8,7
"40",2,13,108,35,24,19,20,17,9,9,11,20
"41",2,14,695,169,117,101,69,39,27,24,19,18
"42",2,15,2496,505,376,289,156,76,61,32,30,29
"43",2,16,5925,1170,708,463,244,120,75,62,48,33
"44",2,17,9516,1920,960,600,307,164,91,66,57,51
"45",2,18,12863,1886,976,585,416,218,111,88,71,61
"46",2,19,12743,1851,957,671,377,238,110,88,68,54
"47",2,20,13487,1893,1022,719,451,246,123,108,76,77
"48",2,21,14280,1907,1084,742,422,268,129,96,76,86
"49",2,22,13900,1895,1058,645,420,232,126,82,82,69
"50",2,23,13852,1768,1004,662,445,236,122,82,88,77
"51",2,24,13061,1646,972,633,367,188,120,91,70,68
"52",2,25,12374,1610,843,561,379,206,119,78,69,75
"53",2,26,11907,1380,766,571,316,180,114,75,78,73
"54",2,27,10724,1278,697,517,284,180,111,85,72,76
"55",2,28,9676,1123,713,459,310,185,116,84,68,65
"56",2,29,9084,1023,558,386,250,167,104,66,61,51
"57",2,30,8451,937,542,403,246,138,102,53,49,52
"58",2,31,7514,828,513,354,235,151,99,50,49,37
"59",2,32,6751,729,476,311,221,128,69,54,45,33
"60",2,33,5982,658,403,282,194,106,71,49,36,37
"61",2,34,5489,546,361,249,175,98,58,41,37,30
"62",2,35,4674,524,336,210,160,74,45,37,30,28
"63",2,36,4072,456,276,187,134,99,48,34,32,31
"64",2,37,3340,346,268,174,122,68,37,38,16,10
"65",2,38,2873,313,191,144,87,69,31,23,20,16
"66",2,39,2176,264,175,124,87,58,33,15,14,14
"67",2,40,1764,244,143,89,84,42,24,12,16,11
"68",2,41,1211,163,107,70,64,37,16,10,11,10
"69",2,42,878,130,86,55,55,25,19,10,9,10
"70",2,43,506,89,50,38,27,19,12,6,5,5
"71",2,44,310,61,45,25,20,11,8,2,4,6
"72",2,45,173,38,23,25,8,9,6,8,3,4
"73",2,46,94,18,19,14,11,7,6,5,3,1
"74",2,47,38,9,7,9,6,3,2,6,1,2
"75",2,48,30,6,8,6,4,2,4,2,1,2
"76",2,99,733,353,329,338,275,252,212,271,290,322
