"","SEXO","EDAD_MADN","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981"
"1",1,12,42,5,10,5,7,19,15,26,19,22
"2",1,13,343,52,50,19,46,51,65,23,37,35
"3",1,14,1487,235,125,211,145,190,102,93,57,72
"4",1,15,4211,597,621,401,468,306,199,166,156,166
"5",1,16,8021,1755,888,826,623,670,337,263,257,210
"6",1,17,14700,2020,1365,1000,891,862,456,397,310,237
"7",1,18,15820,2708,1399,1302,1177,1071,586,366,331,315
"8",1,19,18770,2527,1813,1536,1317,1269,634,435,396,302
"9",1,20,17296,2986,1853,1494,1416,1195,607,454,332,467
"10",1,21,18421,3087,1963,1579,1283,1158,639,389,445,264
"11",1,22,18986,3009,1893,1456,1278,1196,518,539,281,302
"12",1,23,18080,2821,1660,1354,1208,1077,697,341,344,280
"13",1,24,17501,2576,1535,1349,1033,1283,480,358,295,265
"14",1,25,15613,2336,1535,1142,1247,881,510,357,281,346
"15",1,26,14393,2328,1280,1358,894,938,451,315,351,307
"16",1,27,13619,1904,1499,856,852,779,439,401,288,248
"17",1,28,11315,2208,1000,897,782,708,518,334,211,268
"18",1,29,12948,1479,1017,822,723,853,457,273,281,195
"19",1,30,8655,1532,906,766,772,658,339,331,206,289
"20",1,31,8820,1323,822,809,706,586,436,254,297,138
"21",1,32,7557,1127,855,701,577,626,298,352,148,152
"22",1,33,6633,1371,765,575,611,499,398,172,171,159
"23",1,34,6587,1174,599,614,459,602,219,170,148,124
"24",1,35,5634,843,732,465,608,334,236,198,143,173
"25",1,36,4402,930,452,568,286,419,233,130,166,111
"26",1,37,4299,709,599,271,359,306,181,182,136,89
"27",1,38,3179,812,314,329,296,286,235,158,89,117
"28",1,39,3352,430,344,281,223,322,150,98,113,71
"29",1,40,1651,424,297,223,286,225,110,131,58,97
"30",1,41,1586,323,229,246,170,168,132,62,94,25
"31",1,42,1114,247,220,175,134,160,78,69,51,43
"32",1,43,771,271,150,144,115,92,92,34,32,24
"33",1,44,712,164,99,113,65,84,41,25,18,26
"34",1,45,337,117,96,56,80,50,30,24,22,42
"35",1,46,217,100,47,57,26,39,32,18,15,10
"36",1,47,217,54,47,20,24,25,10,19,6,9
"37",1,48,113,58,32,32,24,14,15,11,15,6
"38",1,49,108,18,26,13,14,29,12,7,8,4
"39",1,50,47,24,15,18,29,14,6,5,1,9
"40",1,99,1352,488,376,375,342,420,328,309,267,300
"41",2,12,32,5,10,8,7,22,15,31,18,19
"42",2,13,325,44,42,40,71,57,72,25,38,47
"43",2,14,1399,216,129,187,174,189,80,83,81,77
"44",2,15,3834,544,586,406,457,331,221,170,156,163
"45",2,16,7804,1637,889,781,606,602,354,250,256,202
"46",2,17,14081,2073,1369,946,966,841,486,337,280,283
"47",2,18,15141,2727,1341,1247,1157,1086,582,401,304,334
"48",2,19,18253,2520,1812,1488,1322,1233,594,407,407,301
"49",2,20,16432,2953,1902,1590,1430,1212,605,475,330,429
"50",2,21,18088,3024,1816,1581,1335,1188,656,381,460,281
"51",2,22,18501,2916,1885,1308,1281,1209,506,549,302,312
"52",2,23,17613,2826,1662,1405,1219,1015,739,333,367,290
"53",2,24,16630,2451,1532,1401,1051,1223,450,382,306,262
"54",2,25,14918,2280,1557,1124,1279,878,510,316,270,347
"55",2,26,13834,2317,1231,1296,851,930,480,337,378,296
"56",2,27,13221,1946,1443,913,935,871,421,394,296,251
"57",2,28,11396,2161,1044,963,837,762,490,327,251,288
"58",2,29,12887,1405,1071,783,716,830,428,271,298,192
"59",2,30,8505,1540,953,750,803,739,339,303,212,303
"60",2,31,8437,1377,838,849,733,590,420,200,295,154
"61",2,32,7398,1247,924,714,545,677,316,314,162,168
"62",2,33,6517,1329,847,597,621,487,418,177,170,137
"63",2,34,6448,1221,631,622,425,646,210,197,165,121
"64",2,35,5711,907,762,498,572,348,249,155,129,197
"65",2,36,4264,945,504,608,336,371,229,147,178,150
"66",2,37,4411,725,614,317,350,325,177,195,132,88
"67",2,38,3045,780,321,320,319,306,199,114,82,102
"68",2,39,3231,453,332,286,265,356,155,87,134,74
"69",2,40,1621,410,250,226,272,241,122,113,74,103
"70",2,41,1630,331,205,237,196,156,131,68,94,50
"71",2,42,1130,229,241,146,117,166,74,89,54,37
"72",2,43,755,266,152,120,162,95,97,39,38,40
"73",2,44,652,131,87,130,67,122,27,29,29,25
"74",2,45,376,88,102,63,79,48,31,28,16,26
"75",2,46,219,90,37,66,38,26,32,23,28,13
"76",2,47,213,43,45,26,23,35,7,19,13,7
"77",2,48,122,53,21,22,24,20,20,9,11,17
"78",2,49,102,35,25,17,11,30,17,6,10,5
"79",2,50,40,19,14,17,28,22,12,11,12,14
"80",2,99,1327,503,358,351,356,416,284,263,288,250
