"","SEXO","EDAD_MADN","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983"
"1",1,10,8,3,2,1,3,4,4,9,11,47
"2",1,12,14,3,9,2,11,21,9,14,14,31
"3",1,13,92,26,20,20,40,50,44,41,28,58
"4",1,14,498,126,109,89,107,143,98,94,69,73
"5",1,15,1982,431,339,274,316,286,176,167,124,142
"6",1,16,5150,1186,794,649,617,585,346,282,202,225
"7",1,17,9500,2007,1330,990,868,930,528,401,319,283
"8",1,18,14939,2681,1646,1195,1286,1229,665,447,390,379
"9",1,19,16876,3159,1774,1583,1435,1375,740,488,436,379
"10",1,20,18974,3187,2227,1767,1560,1390,752,557,454,401
"11",1,21,17709,3649,2221,1729,1455,1407,763,543,474,347
"12",1,22,19927,3669,2119,1569,1476,1486,759,588,418,322
"13",1,23,19620,3325,1963,1566,1477,1329,780,484,406,361
"14",1,24,17831,3019,1852,1499,1303,1358,686,434,410,344
"15",1,25,16334,2774,1808,1331,1322,1139,615,503,390,347
"16",1,26,15231,2675,1701,1381,1111,1088,664,443,396,351
"17",1,27,14517,2460,1606,1100,979,1144,534,415,363,321
"18",1,28,13411,2348,1302,1014,1124,1007,588,397,335,353
"19",1,29,12006,2048,1173,1072,854,978,540,377,340,337
"20",1,30,11533,1649,1289,902,899,904,511,391,280,295
"21",1,31,8527,1864,1141,803,828,765,484,388,301,253
"22",1,32,9766,1553,991,841,728,808,445,317,234,207
"23",1,33,8114,1436,906,683,735,662,423,272,192,229
"24",1,34,6768,1328,773,685,667,647,350,215,210,176
"25",1,35,6364,1191,880,578,570,519,255,262,185,202
"26",1,36,5351,1101,705,585,487,393,297,220,200,162
"27",1,37,4842,1000,625,430,352,495,248,216,170,119
"28",1,38,4269,800,444,330,418,360,258,182,146,138
"29",1,39,3179,613,376,346,319,337,227,137,134,109
"30",1,40,2558,467,387,295,258,298,167,132,102,89
"31",1,41,1531,478,298,231,221,222,149,122,95,79
"32",1,42,1617,313,218,182,179,181,115,104,77,35
"33",1,43,1125,250,162,154,177,137,97,67,32,51
"34",1,44,722,199,127,114,123,110,63,28,50,24
"35",1,45,542,128,119,87,100,53,33,33,26,36
"36",1,46,280,108,65,52,44,53,36,32,24,21
"37",1,47,227,82,44,48,26,46,24,18,19,14
"38",1,48,154,54,35,16,27,28,16,19,11,14
"39",1,49,93,33,25,30,30,32,16,7,10,8
"40",1,50,331,135,129,90,101,113,57,51,43,26
"41",1,99,1166,444,363,300,330,404,341,285,281,276
"42",2,10,7,3,2,2,5,6,7,10,14,40
"43",2,11,6,1,3,1,3,7,10,10,11,25
"44",2,12,15,7,1,8,6,24,12,19,19,24
"45",2,13,80,26,21,28,31,35,36,19,25,37
"46",2,14,497,148,80,110,111,125,89,62,81,78
"47",2,15,1905,438,360,290,310,291,172,176,124,183
"48",2,16,4856,1128,801,634,585,529,317,253,233,215
"49",2,17,9203,2007,1301,930,894,935,525,381,304,280
"50",2,18,14346,2661,1589,1230,1191,1227,639,457,359,367
"51",2,19,16329,2959,1766,1544,1453,1383,733,476,444,373
"52",2,20,18405,3143,2161,1761,1543,1487,767,548,443,443
"53",2,21,17221,3582,2275,1623,1458,1330,826,543,513,352
"54",2,22,18831,3520,2162,1580,1492,1581,773,552,404,328
"55",2,23,18902,3280,1979,1493,1466,1352,753,449,389,381
"56",2,24,17321,3023,1863,1532,1370,1416,696,459,408,359
"57",2,25,16076,2788,1785,1402,1348,1135,593,473,373,343
"58",2,26,14961,2686,1594,1360,1145,1048,653,424,394,343
"59",2,27,14606,2423,1619,1137,981,1242,599,435,426,286
"60",2,28,13422,2286,1365,991,1074,971,548,414,351,354
"61",2,29,11907,1983,1146,1098,903,935,594,379,378,301
"62",2,30,11194,1645,1275,911,865,990,503,420,311,310
"63",2,31,8394,1905,1093,858,832,814,547,339,333,226
"64",2,32,9538,1555,969,795,753,794,498,365,251,188
"65",2,33,7985,1397,927,708,758,743,386,261,199,234
"66",2,34,6676,1376,849,699,724,691,380,228,228,176
"67",2,35,6180,1148,763,695,572,462,254,274,197,197
"68",2,36,5343,1063,727,592,436,441,315,205,205,187
"69",2,37,4805,953,638,458,391,451,227,213,197,133
"70",2,38,4118,824,472,330,404,357,244,186,145,150
"71",2,39,3227,646,339,386,289,349,188,138,149,112
"72",2,40,2510,500,399,267,289,262,189,158,99,96
"73",2,41,1565,489,267,247,248,262,174,102,93,79
"74",2,42,1695,328,242,193,169,207,120,77,72,41
"75",2,43,1048,235,148,156,182,163,87,60,60,55
"76",2,44,703,204,137,142,108,100,72,43,40,30
"77",2,45,506,134,103,75,79,72,34,38,28,32
"78",2,46,283,82,78,61,48,47,38,25,25,25
"79",2,47,205,87,45,38,27,45,20,23,15,17
"80",2,48,161,54,39,23,25,28,21,24,14,12
"81",2,49,82,49,20,19,22,23,18,14,10,14
"82",2,50,367,140,117,106,106,110,65,63,48,38
"83",2,99,1076,433,321,286,316,368,339,292,254,283
