"","SEXO","EDAD_MADN","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997"
"1",1,12,36,7,8,14,7,11,16,10,6,6
"2",1,13,138,53,43,49,41,53,35,15,16,4
"3",1,14,819,215,201,201,172,105,72,27,21,13
"4",1,15,2864,695,620,570,441,248,144,57,34,33
"5",1,16,6825,1628,1361,1066,673,390,243,108,86,60
"6",1,17,11236,2780,1935,1508,1010,506,282,142,97,75
"7",1,18,15727,3410,2252,1762,1238,625,342,170,125,95
"8",1,19,17780,3606,2385,1915,1273,707,408,199,129,109
"9",1,20,18725,3644,2547,2031,1346,682,361,221,136,96
"10",1,21,18425,3674,2572,2018,1394,735,390,177,130,119
"11",1,22,18352,3651,2392,1901,1305,679,350,203,145,88
"12",1,23,17697,3468,2246,1915,1276,624,329,185,144,101
"13",1,24,17324,2991,2162,1744,1166,716,323,170,100,97
"14",1,25,16114,2943,1981,1590,1144,623,322,161,120,93
"15",1,26,15270,2741,1814,1554,1004,542,281,166,143,110
"16",1,27,14237,2439,1689,1338,936,508,310,173,113,103
"17",1,28,13106,2239,1532,1183,877,476,258,150,99,70
"18",1,29,12555,2027,1423,1131,757,491,217,137,84,76
"19",1,30,11417,1828,1285,1047,784,380,213,137,76,62
"20",1,31,10266,1670,1199,937,665,373,194,130,73,65
"21",1,32,9559,1574,1026,899,640,344,184,95,71,61
"22",1,33,8512,1355,936,738,507,298,168,95,73,64
"23",1,34,7484,1168,831,623,471,255,184,87,54,54
"24",1,35,6217,1022,730,581,404,216,149,74,58,46
"25",1,36,5206,893,598,503,340,236,132,59,63,44
"26",1,37,4280,763,505,476,366,228,113,64,46,30
"27",1,38,3593,695,487,366,308,198,98,37,47,39
"28",1,39,2806,552,366,338,262,156,92,56,36,23
"29",1,40,2272,457,341,296,190,128,74,47,35,23
"30",1,41,1546,360,262,242,152,134,68,27,17,21
"31",1,42,1166,231,172,175,147,99,44,34,20,12
"32",1,43,747,199,126,137,106,63,48,18,17,12
"33",1,44,458,112,109,82,62,50,18,13,4,8
"34",1,45,300,85,86,62,36,32,10,12,8,12
"35",1,46,175,40,40,45,25,13,12,8,8,4
"36",1,47,100,45,35,38,41,20,10,11,3,3
"37",1,49,59,15,20,13,10,14,8,3,3,4
"38",1,50,195,68,73,68,59,39,30,26,32,15
"39",1,99,1136,586,578,653,583,450,418,227,182,153
"40",2,12,44,6,12,11,12,8,13,6,7,8
"41",2,13,130,60,46,42,47,43,22,15,12,7
"42",2,14,807,223,192,207,158,117,60,31,22,17
"43",2,15,2712,722,602,531,382,220,107,56,53,28
"44",2,16,6458,1552,1310,977,708,375,199,105,86,65
"45",2,17,11084,2827,1889,1475,948,522,298,144,98,81
"46",2,18,15312,3245,2154,1739,1150,651,326,167,125,93
"47",2,19,16965,3459,2379,1863,1296,705,368,219,135,120
"48",2,20,18264,3533,2496,1992,1349,689,353,187,115,111
"49",2,21,17813,3515,2572,1999,1309,731,356,216,125,86
"50",2,22,17741,3440,2390,1865,1319,694,382,180,112,108
"51",2,23,17336,3253,2268,1774,1220,635,339,172,109,80
"52",2,24,16700,3139,2203,1606,1156,622,288,162,125,99
"53",2,25,15644,2950,1985,1589,1149,602,299,161,106,91
"54",2,26,14808,2651,1859,1475,977,570,274,170,123,80
"55",2,27,13714,2410,1729,1358,926,528,248,165,124,84
"56",2,28,12958,2261,1534,1196,876,474,253,164,84,84
"57",2,29,12181,2040,1423,1136,827,439,225,141,84,65
"58",2,30,11432,1745,1276,1030,717,402,228,116,94,67
"59",2,31,10135,1616,1153,973,645,358,178,106,81,57
"60",2,32,9105,1506,1004,816,640,363,200,111,79,76
"61",2,33,8083,1322,901,748,514,307,177,90,68,55
"62",2,34,7217,1165,810,634,490,298,145,95,70,45
"63",2,35,5950,1030,716,556,421,260,128,96,56,40
"64",2,36,5269,849,632,513,349,200,127,69,44,47
"65",2,37,4259,784,555,468,326,195,120,70,57,53
"66",2,38,3500,601,522,388,330,177,107,43,39,31
"67",2,39,2766,557,393,346,241,153,98,44,42,18
"68",2,40,2163,425,314,304,202,131,86,40,27,18
"69",2,41,1592,381,270,225,181,101,70,31,28,20
"70",2,42,1166,277,229,184,176,81,46,23,23,16
"71",2,43,771,196,151,130,96,50,24,20,15,19
"72",2,44,494,132,97,106,68,34,23,17,13,6
"73",2,45,266,108,72,77,59,29,15,20,12,6
"74",2,46,165,53,50,42,34,26,17,7,7,1
"75",2,47,113,41,43,32,24,19,9,7,2,5
"76",2,48,63,20,27,20,18,20,9,2,3,4
"77",2,49,37,22,21,18,14,9,10,5,7,3
"78",2,50,192,87,70,74,79,33,26,29,27,22
"79",2,99,1062,585,545,612,580,475,427,237,168,159
"80",9,99,3,5,5,7,9,11,198,1,2,2
