"","SEXO","EDAD_MADN","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994"
"1",1,12,12,6,11,11,6,16,4,8,2,3
"2",1,13,136,48,47,55,47,32,26,14,10,8
"3",1,14,736,255,195,212,195,89,63,32,28,19
"4",1,15,2598,653,648,575,432,238,127,64,48,37
"5",1,16,6406,1610,1202,974,756,442,174,106,82,51
"6",1,17,11163,2647,1721,1426,1049,640,303,152,100,69
"7",1,18,15593,3189,2036,1646,1283,810,333,194,118,90
"8",1,19,17811,3545,2264,1953,1452,831,338,177,125,88
"9",1,20,18886,3708,2372,1960,1531,836,392,205,163,98
"10",1,21,18953,3661,2477,1928,1503,839,345,207,169,122
"11",1,22,18764,3667,2231,1713,1505,895,397,208,160,113
"12",1,23,18667,3465,2097,1697,1313,815,349,199,126,93
"13",1,24,17467,3017,1925,1556,1322,749,391,216,134,98
"14",1,25,16209,2906,1867,1464,1181,756,348,202,149,103
"15",1,26,15714,2651,1671,1413,1054,685,338,180,127,89
"16",1,27,14613,2404,1623,1197,1014,651,289,146,128,83
"17",1,28,13774,2244,1318,1114,942,584,284,140,109,88
"18",1,29,12479,1971,1260,1035,837,524,258,159,108,74
"19",1,30,11875,1752,1176,939,823,502,231,147,117,76
"20",1,31,10346,1638,1051,822,736,457,232,136,106,71
"21",1,32,8935,1402,859,747,641,472,244,133,92,60
"22",1,33,8112,1224,776,638,578,404,207,120,77,58
"23",1,34,6901,1064,710,639,508,341,191,99,91,58
"24",1,35,5788,958,621,567,497,310,144,100,76,57
"25",1,36,4814,902,587,431,433,278,145,91,56,43
"26",1,37,4160,710,480,405,345,250,133,75,59,33
"27",1,38,3642,638,418,370,328,234,128,57,48,32
"28",1,39,2952,562,360,321,285,184,98,44,35,25
"29",1,40,2224,390,292,290,240,170,72,46,34,23
"30",1,41,1591,362,223,217,189,118,76,40,19,12
"31",1,42,1212,274,167,171,140,89,59,26,18,20
"32",1,43,863,199,123,116,112,81,39,30,9,10
"33",1,44,543,113,91,83,94,59,35,12,8,13
"34",1,45,268,75,81,50,51,29,13,11,12,5
"35",1,46,167,53,40,50,29,26,16,8,6,4
"36",1,47,104,45,34,23,28,18,17,5,6,3
"37",1,48,89,26,23,17,17,27,3,8,8,3
"38",1,50,147,69,73,67,46,39,37,26,13,15
"39",1,99,1125,509,449,521,473,398,267,167,173,146
"40",2,12,22,5,11,8,13,12,8,6,8,3
"41",2,13,104,45,38,46,59,37,14,19,9,11
"42",2,14,700,216,170,194,163,113,46,32,27,24
"43",2,15,2449,654,580,487,402,264,114,76,52,31
"44",2,16,6069,1571,1196,985,767,444,203,126,79,52
"45",2,17,10891,2602,1666,1411,1049,632,286,147,97,84
"46",2,18,15256,3165,2073,1698,1341,750,338,208,123,89
"47",2,19,17112,3380,2326,1788,1489,835,369,181,133,90
"48",2,20,18181,3633,2384,1977,1544,860,354,220,170,107
"49",2,21,18430,3563,2503,1880,1365,909,359,219,134,117
"50",2,22,17935,3551,2250,1745,1336,869,369,224,128,122
"51",2,23,17815,3259,2114,1694,1387,840,386,215,151,111
"52",2,24,16972,2918,1932,1621,1231,768,357,170,137,100
"53",2,25,15861,2799,1819,1459,1184,675,332,188,120,114
"54",2,26,15311,2569,1737,1313,1056,660,326,195,108,83
"55",2,27,14113,2349,1524,1279,945,650,278,170,129,91
"56",2,28,13326,2193,1357,1108,953,625,286,147,125,94
"57",2,29,12379,1904,1272,969,844,533,238,153,106,86
"58",2,30,11405,1759,1165,1017,744,517,228,142,98,82
"59",2,31,10043,1568,1040,818,677,454,234,140,87,59
"60",2,32,8794,1421,919,717,627,410,210,136,78,60
"61",2,33,7913,1214,830,634,544,405,227,114,90,65
"62",2,34,6811,1045,701,613,537,393,175,110,72,62
"63",2,35,5942,931,693,544,502,320,191,84,69,48
"64",2,36,5038,827,537,534,417,267,133,88,73,36
"65",2,37,4211,746,531,448,342,256,162,60,38,30
"66",2,38,3560,665,464,360,307,216,112,61,35,33
"67",2,39,2807,554,330,318,286,192,85,48,34,33
"68",2,40,2131,399,298,283,228,157,80,50,30,21
"69",2,41,1500,320,268,217,159,119,53,39,25,18
"70",2,42,1183,262,179,146,133,121,47,27,16,9
"71",2,43,851,205,120,105,93,66,42,13,21,13
"72",2,44,510,123,100,81,85,44,21,21,15,10
"73",2,45,299,93,65,69,63,43,19,14,12,7
"74",2,46,190,61,42,39,37,17,22,10,7,4
"75",2,47,103,37,28,34,22,19,15,5,6,4
"76",2,48,82,21,26,19,25,14,9,4,6,5
"77",2,49,64,20,14,15,23,14,8,4,4,2
"78",2,50,167,73,75,62,70,60,29,23,19,14
"79",2,99,1082,459,383,509,439,380,230,190,165,132
