"","SEXO","EDAD_MADN","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012"
"1",1,12,15,3,3,5,7,7,3,2,1,3
"2",1,13,91,25,29,23,21,12,7,5,6,8
"3",1,14,566,176,113,142,86,56,23,15,14,13
"4",1,15,1946,472,448,382,249,115,68,53,31,26
"5",1,16,4222,1438,967,625,432,199,104,58,47,19
"6",1,17,6898,2532,1344,839,530,260,139,69,61,43
"7",1,18,10109,2597,1354,822,508,299,143,92,53,52
"8",1,19,10456,2374,1260,794,528,313,186,122,63,69
"9",1,20,11084,2443,1227,778,551,310,206,124,79,65
"10",1,21,11777,2306,1253,810,585,359,200,95,70,65
"11",1,22,11360,2184,1218,815,565,370,192,122,74,74
"12",1,23,10801,2147,1179,825,564,335,169,120,66,69
"13",1,24,10484,2022,1194,830,555,310,195,93,69,80
"14",1,25,10330,1977,1174,739,535,299,171,102,75,74
"15",1,26,10445,1939,1166,618,514,294,172,91,73,58
"16",1,27,9925,1811,1070,638,510,255,163,120,73,59
"17",1,28,9340,1577,923,575,438,229,153,93,80,63
"18",1,29,8983,1501,874,535,356,254,115,83,78,50
"19",1,30,8141,1355,709,488,349,220,139,89,67,42
"20",1,31,7599,1249,681,453,297,195,114,80,55,60
"21",1,32,6908,1139,598,391,276,202,107,64,63,40
"22",1,33,6006,923,515,384,229,151,105,64,43,46
"23",1,34,5218,820,500,322,248,147,85,55,39,38
"24",1,35,4713,754,420,301,189,172,67,52,57,28
"25",1,36,3999,664,395,260,196,130,79,46,29,50
"26",1,37,3498,555,311,230,173,85,66,42,27,32
"27",1,38,2898,494,291,169,140,95,59,33,17,26
"28",1,39,2211,382,213,143,115,75,54,34,28,17
"29",1,40,1713,305,161,135,105,65,42,21,24,23
"30",1,41,1192,245,137,99,62,55,38,10,23,15
"31",1,42,844,146,98,79,55,27,25,12,6,17
"32",1,43,532,105,85,37,44,25,14,16,10,12
"33",1,44,337,76,51,37,28,18,17,7,7,5
"34",1,45,171,48,28,32,10,11,10,2,7,4
"35",1,46,110,26,24,21,12,16,5,6,5,1
"36",1,47,62,18,15,19,6,3,3,3,2,1
"37",1,48,35,19,13,4,7,3,2,3,2,3
"38",1,49,22,12,13,11,6,6,1,6,1,1
"39",1,99,8886,2304,1679,1183,861,591,443,284,235,217
"40",2,13,100,23,25,12,22,23,10,8,2,8
"41",2,14,553,160,106,115,93,47,32,19,13,9
"42",2,15,1914,480,429,324,256,125,63,37,24,21
"43",2,16,4042,1280,1066,635,407,214,90,50,34,23
"44",2,17,6593,2425,1381,804,487,268,113,82,67,51
"45",2,18,9485,2368,1307,789,494,279,167,73,58,50
"46",2,19,10006,2335,1235,747,497,289,181,99,70,53
"47",2,20,10733,2378,1232,804,515,308,171,96,60,54
"48",2,21,11072,2180,1185,768,538,328,178,120,60,66
"49",2,22,10921,2122,1258,753,545,344,179,107,60,55
"50",2,23,10430,2042,1197,813,541,334,165,93,68,64
"51",2,24,10049,1933,1234,779,547,304,167,96,69,48
"52",2,25,10049,1967,1114,732,536,316,182,120,66,60
"53",2,26,9989,1919,1058,664,488,312,158,92,79,50
"54",2,27,9867,1765,1022,631,460,284,136,78,65,56
"55",2,28,9073,1581,938,585,382,285,152,69,56,49
"56",2,29,8800,1462,867,533,367,223,139,88,46,48
"57",2,30,7984,1341,751,428,314,211,125,67,54,61
"58",2,31,7336,1214,662,406,301,171,110,64,61,35
"59",2,32,6757,1032,600,398,252,188,119,69,44,45
"60",2,33,5628,904,550,398,230,156,102,47,51,35
"61",2,34,5100,892,472,282,227,131,87,69,44,35
"62",2,35,4422,732,404,278,176,142,86,56,36,29
"63",2,36,3862,607,349,241,179,101,64,40,29,32
"64",2,37,3268,524,323,184,162,121,56,38,28,32
"65",2,38,2701,449,279,196,112,87,55,36,16,20
"66",2,39,2234,384,228,144,120,59,45,35,30,22
"67",2,40,1601,327,154,137,83,56,45,31,22,20
"68",2,41,1232,232,118,91,62,48,26,23,9,16
"69",2,42,846,174,109,71,60,46,18,12,12,16
"70",2,43,561,129,82,50,27,20,20,12,6,4
"71",2,44,307,83,56,42,29,20,8,5,4,8
"72",2,45,194,55,28,26,24,14,8,4,1,5
"73",2,46,108,25,14,14,16,11,7,2,5,1
"74",2,47,61,14,18,18,10,4,5,3,6,1
"75",2,99,8574,2227,1547,1088,822,629,410,287,222,220
