"","SEXO","EDAD_MADN","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"1",1,12,16,2,5,10,10,13,5,8,9,9
"2",1,13,141,37,31,40,34,22,12,11,13,8
"3",1,14,898,171,117,111,90,49,34,30,9,17
"4",1,15,3041,508,393,319,179,96,49,35,36,27
"5",1,16,6454,1203,732,533,327,160,105,71,35,41
"6",1,17,10579,1846,1075,630,406,219,117,79,52,53
"7",1,18,13783,1945,1103,769,488,266,139,83,62,68
"8",1,19,15172,1966,1199,802,502,307,171,102,91,73
"9",1,20,15820,1977,1245,809,504,296,153,131,116,68
"10",1,21,16132,1995,1250,799,458,290,156,117,95,78
"11",1,22,15767,2049,1135,811,528,271,159,111,102,79
"12",1,23,15214,1798,1087,778,447,304,139,132,99,87
"13",1,24,14393,1731,967,672,475,225,153,116,87,74
"14",1,25,13377,1491,930,645,417,249,152,98,91,76
"15",1,26,12239,1405,846,587,414,205,146,111,79,63
"16",1,27,11388,1309,735,522,361,226,108,89,73,67
"17",1,28,10950,1198,708,493,349,202,126,94,73,45
"18",1,29,9879,1064,651,488,324,195,117,86,63,45
"19",1,30,8974,937,602,493,311,173,87,62,55,51
"20",1,31,8261,887,507,393,274,149,80,62,55,40
"21",1,32,7388,733,512,360,234,148,84,59,48,26
"22",1,33,6356,671,434,317,210,127,76,51,37,44
"23",1,34,5918,638,336,276,185,126,64,63,35,39
"24",1,35,5028,549,347,233,175,111,62,58,38,38
"25",1,36,4245,466,302,201,141,99,49,40,40,35
"26",1,37,3646,432,253,199,126,76,56,31,21,23
"27",1,38,2958,331,213,169,116,71,52,35,23,13
"28",1,39,2349,287,178,125,84,66,29,18,14,24
"29",1,40,1896,216,133,142,86,43,28,15,19,15
"30",1,41,1360,188,104,84,63,39,21,20,17,14
"31",1,42,877,134,79,55,45,28,22,14,7,5
"32",1,43,566,83,46,52,25,27,22,8,11,6
"33",1,44,354,54,38,22,18,12,17,8,2,7
"34",1,45,212,32,21,20,6,14,8,2,4,2
"35",1,46,111,30,15,15,8,9,3,5,6,1
"36",1,47,54,15,23,11,7,6,3,4,3,2
"37",1,49,13,9,4,8,7,8,2,4,1,1
"38",1,50,62,1,2,9,9,3,1,1,3,2
"39",1,99,958,357,332,312,317,355,294,286,297,318
"40",2,12,6,6,9,8,13,13,9,5,8,9
"41",2,13,126,48,34,31,29,26,14,13,15,15
"42",2,14,810,199,134,108,84,44,23,17,24,14
"43",2,15,2826,549,392,287,182,94,54,37,32,31
"44",2,16,6475,1143,840,516,280,183,96,71,43,35
"45",2,17,10276,1879,991,693,385,221,119,102,50,70
"46",2,18,13319,1975,1101,750,453,273,130,117,68,67
"47",2,19,14517,1986,1149,825,476,276,176,105,86,71
"48",2,20,15184,2119,1185,823,546,281,148,111,82,62
"49",2,21,15519,1925,1214,783,500,263,145,115,93,83
"50",2,22,15313,2001,1182,731,454,277,166,132,91,74
"51",2,23,14575,1869,1037,771,448,260,146,118,78,76
"52",2,24,13938,1587,995,705,488,232,145,115,96,80
"53",2,25,12743,1465,935,683,422,254,152,107,96,94
"54",2,26,11892,1357,884,614,394,229,137,88,88,70
"55",2,27,11182,1314,797,545,361,201,126,99,69,52
"56",2,28,10444,1111,779,500,341,218,136,82,81,50
"57",2,29,9219,1028,681,498,310,177,92,70,52,31
"58",2,30,8845,972,626,414,291,198,105,66,68,47
"59",2,31,7976,849,537,415,252,162,93,72,51,52
"60",2,32,7171,766,461,345,237,133,58,70,36,37
"61",2,33,6305,705,412,320,233,128,95,42,28,35
"62",2,34,5588,602,367,282,201,123,60,47,34,32
"63",2,35,4920,569,350,247,175,92,61,38,35,19
"64",2,36,4182,486,301,222,141,89,60,37,41,21
"65",2,37,3559,416,257,203,116,94,41,34,24,21
"66",2,38,2893,342,222,163,139,72,39,25,21,14
"67",2,39,2384,270,170,150,98,59,35,31,20,9
"68",2,40,1811,203,161,110,69,40,26,18,8,10
"69",2,41,1317,178,126,109,60,38,20,14,12,16
"70",2,42,839,114,86,61,57,36,21,15,11,13
"71",2,43,574,89,54,47,36,24,18,21,10,6
"72",2,44,343,47,42,32,17,11,9,13,7,5
"73",2,45,176,28,20,22,21,12,12,11,3,4
"74",2,46,86,23,14,14,7,11,4,2,6,2
"75",2,48,38,17,8,4,8,7,4,3,1,4
"76",2,49,18,12,4,3,4,8,6,3,2,2
"77",2,99,966,324,319,284,291,342,314,345,317,270
