"","SEXO","EDAD_MADN","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997"
"1",1,10,NA,NA,NA,NA,NA,4,9,NA,NA,22
"2",1,11,NA,1,1,NA,NA,NA,3,3,1,NA
"3",1,12,26,5,6,5,10,21,19,13,5,18
"4",1,13,241,45,31,19,29,50,33,31,14,17
"5",1,14,1260,163,117,211,110,143,86,48,26,37
"6",1,15,3540,571,517,401,311,286,181,106,66,70
"7",1,16,6851,1440,773,826,541,585,338,160,133,75
"8",1,17,12597,1891,1420,1000,891,930,538,226,164,157
"9",1,18,13574,2364,1235,1302,1180,1229,638,301,190,145
"10",1,19,16694,2131,1728,1536,1369,1375,657,300,201,163
"11",1,20,14583,2651,1840,1494,1462,1390,700,329,187,181
"12",1,21,16997,2786,1902,1579,1384,1407,723,352,229,193
"13",1,22,17820,2850,1845,1456,1417,1486,666,349,247,183
"14",1,23,17198,2570,1528,1354,1349,1329,759,299,187,203
"15",1,24,15781,2270,1478,1349,1232,1358,667,292,212,179
"16",1,25,13546,2077,1456,1142,1237,1139,544,320,224,191
"17",1,26,13759,2074,1313,1358,1016,1088,558,256,206,163
"18",1,27,13295,1793,1537,856,1005,1144,575,273,202,177
"19",1,28,10570,2116,782,897,1000,1007,542,254,164,159
"20",1,29,11785,1115,1004,822,806,978,475,217,193,136
"21",1,30,7079,1403,836,766,847,904,452,254,166,148
"22",1,31,8287,1159,778,809,781,765,439,240,160,135
"23",1,32,6958,1126,921,701,711,808,443,240,127,112
"24",1,33,6061,1266,743,575,718,662,397,185,96,91
"25",1,34,5993,908,579,614,550,647,335,137,126,91
"26",1,35,4914,816,701,465,567,519,271,143,89,76
"27",1,36,4505,950,507,568,408,393,266,132,96,79
"28",1,37,4705,748,611,271,388,495,263,139,87,75
"29",1,38,3146,763,263,329,347,360,261,123,60,59
"30",1,39,3165,326,352,281,246,337,201,79,67,54
"31",1,40,1422,416,268,223,279,298,147,74,64,44
"32",1,41,1586,312,202,246,235,222,133,68,48,31
"33",1,42,1116,253,246,175,164,181,112,53,35,32
"34",1,43,843,259,140,144,159,137,97,34,27,23
"35",1,44,715,157,86,113,101,110,61,23,18,19
"36",1,45,337,89,96,56,87,53,24,17,16,15
"37",1,46,263,108,51,57,41,53,30,16,17,16
"38",1,47,261,66,51,20,23,46,30,14,11,5
"39",1,48,128,55,11,32,31,28,28,13,4,5
"40",1,49,120,15,17,13,27,32,18,8,6,5
"41",1,50,48,22,20,18,120,113,57,36,23,23
"42",1,99,1307,480,376,375,352,404,363,260,199,195
"43",2,10,NA,3,NA,NA,NA,6,10,NA,8,NA
"44",2,11,15,1,2,NA,NA,7,NA,3,NA,NA
"45",2,12,37,6,10,8,8,24,14,12,12,3
"46",2,13,257,47,40,40,32,35,40,20,14,9
"47",2,14,1198,187,141,187,86,125,88,41,26,32
"48",2,15,3437,525,505,406,311,291,170,93,55,51
"49",2,16,6724,1373,794,781,493,529,340,154,115,85
"50",2,17,11854,1756,1363,946,814,935,563,265,130,110
"51",2,18,13144,2344,1229,1247,1187,1227,656,314,166,136
"52",2,19,16118,2059,1686,1488,1348,1383,636,322,233,157
"53",2,20,14052,2551,1894,1590,1479,1487,684,320,229,201
"54",2,21,16472,2693,1833,1581,1399,1330,757,319,247,186
"55",2,22,17201,2759,1896,1308,1350,1581,752,372,236,189
"56",2,23,16403,2491,1590,1405,1400,1352,710,325,202,212
"57",2,24,15565,2261,1482,1401,1237,1416,654,280,223,150
"58",2,25,13346,2083,1451,1124,1225,1135,548,260,195,177
"59",2,26,13101,2173,1209,1296,966,1048,551,283,220,172
"60",2,27,12732,1820,1540,913,1034,1242,606,311,221,156
"61",2,28,10415,2047,849,963,1016,971,560,262,179,148
"62",2,29,11692,1141,1051,783,772,935,486,200,164,128
"63",2,30,6993,1482,877,750,872,990,461,236,182,118
"64",2,31,8315,1227,804,849,823,814,519,215,164,98
"65",2,32,6923,1068,901,714,740,794,446,243,135,115
"66",2,33,5989,1142,751,597,738,743,415,178,128,98
"67",2,34,5861,1017,614,622,592,691,346,159,116,98
"68",2,35,4885,830,685,498,623,462,263,138,82,85
"69",2,36,4260,1010,537,608,439,441,296,128,115,72
"70",2,37,4680,734,645,317,407,451,253,178,105,77
"71",2,38,3076,747,308,320,384,357,280,115,69,65
"72",2,39,3251,334,313,286,277,349,170,87,69,51
"73",2,40,1361,418,270,226,315,262,147,92,55,36
"74",2,41,1612,287,219,237,234,262,139,66,51,39
"75",2,42,1055,262,229,146,169,207,110,65,31,24
"76",2,43,821,244,160,120,139,163,94,36,14,22
"77",2,44,685,152,94,130,102,100,49,27,18,16
"78",2,45,363,80,114,63,93,72,38,18,20,17
"79",2,46,240,101,57,66,60,47,32,8,7,16
"80",2,47,262,59,69,26,38,45,28,18,10,4
"81",2,48,107,57,20,22,28,28,31,21,9,9
"82",2,49,111,18,20,17,21,23,8,5,11,3
"83",2,50,37,31,14,17,116,110,62,35,25,20
"84",2,99,1275,505,355,351,302,368,267,213,203,190
