"","SEXO","EDAD_MADN","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996"
"1",1,10,5,NA,NA,NA,NA,NA,4,8,NA,NA
"2",1,11,NA,NA,3,1,NA,NA,NA,8,5,12
"3",1,12,39,4,3,14,7,9,9,16,12,4
"4",1,13,258,45,41,24,46,47,44,39,21,18
"5",1,14,1219,156,133,126,145,133,98,56,42,35
"6",1,15,3580,471,468,348,468,257,176,140,93,61
"7",1,16,7025,1283,771,706,623,503,346,212,142,109
"8",1,17,13011,1492,1227,797,891,815,528,342,168,119
"9",1,18,14815,2146,1137,1145,1177,1039,665,387,190,167
"10",1,19,17888,1877,1451,1372,1317,1245,740,399,222,152
"11",1,20,15841,2473,1715,1418,1416,1293,752,486,270,199
"12",1,21,18576,2431,1667,1428,1283,1334,763,440,251,168
"13",1,22,19082,2468,1665,1317,1278,1283,759,494,224,191
"14",1,23,18534,2395,1415,1212,1208,1288,780,374,188,176
"15",1,24,16700,2020,1288,1153,1033,1212,686,383,238,148
"16",1,25,16027,1906,1374,1053,1247,1017,615,403,214,173
"17",1,26,14765,1894,1172,1293,894,1065,664,382,231,176
"18",1,27,13283,1521,1303,707,852,1036,534,378,210,146
"19",1,28,11437,1832,718,890,782,796,588,342,171,160
"20",1,29,12782,1074,922,687,723,854,540,309,187,131
"21",1,30,7905,1233,779,655,772,844,511,324,187,118
"22",1,31,9070,1081,694,739,706,720,484,295,198,122
"23",1,32,7574,885,759,632,577,723,445,286,150,91
"24",1,33,6556,1068,670,465,611,594,423,222,114,86
"25",1,34,6480,856,493,545,459,599,350,150,115,81
"26",1,35,6205,726,612,433,608,428,255,193,119,92
"27",1,36,4993,885,465,498,286,434,297,186,123,81
"28",1,37,5002,518,504,212,359,384,248,191,99,64
"29",1,38,3667,615,213,270,296,309,258,137,64,62
"30",1,39,3606,274,286,249,223,293,227,96,84,42
"31",1,40,1665,344,216,198,286,260,167,123,51,56
"32",1,41,1926,242,214,239,170,238,149,94,48,30
"33",1,42,1372,195,197,141,134,186,115,63,31,29
"34",1,43,987,176,101,92,115,107,97,51,22,16
"35",1,44,853,113,78,107,65,111,63,31,21,10
"36",1,45,506,92,87,61,80,74,33,31,19,11
"37",1,46,315,103,50,58,26,46,36,19,25,21
"38",1,47,247,41,47,17,24,33,24,22,13,12
"39",1,48,161,55,17,24,24,29,16,12,6,6
"40",1,49,135,15,22,15,14,39,16,10,4,5
"41",1,50,39,17,16,14,29,94,57,42,37,22
"42",1,99,1523,433,363,332,342,353,341,312,182,212
"43",2,10,NA,NA,2,NA,NA,NA,7,12,NA,19
"44",2,11,16,2,2,3,NA,NA,10,NA,4,NA
"45",2,12,23,10,8,11,7,13,12,11,10,9
"46",2,13,239,33,36,24,71,22,36,44,14,13
"47",2,14,1116,164,113,163,174,140,89,68,36,27
"48",2,15,3512,442,461,359,457,266,172,122,72,55
"49",2,16,6834,1183,766,708,606,448,317,241,146,92
"50",2,17,12566,1550,1167,811,966,821,525,301,169,128
"51",2,18,14066,2073,1166,1073,1157,1055,639,371,194,160
"52",2,19,17387,1840,1454,1315,1322,1289,733,433,234,157
"53",2,20,15606,2410,1673,1479,1430,1347,767,466,242,221
"54",2,21,17908,2524,1598,1483,1335,1286,826,446,280,196
"55",2,22,18742,2497,1601,1345,1281,1341,773,500,218,176
"56",2,23,17760,2260,1434,1167,1219,1176,753,439,199,193
"57",2,24,16295,2004,1358,1187,1051,1284,696,365,234,156
"58",2,25,15456,1869,1387,938,1279,987,593,371,229,183
"59",2,26,14399,2007,1201,1170,851,1069,653,409,236,189
"60",2,27,12877,1577,1217,661,935,994,599,351,203,146
"61",2,28,11383,1817,711,874,837,818,548,329,172,154
"62",2,29,12667,1012,926,696,716,811,594,310,193,140
"63",2,30,7793,1263,789,677,803,848,503,336,173,154
"64",2,31,8841,1091,730,766,733,717,547,330,167,131
"65",2,32,7334,948,828,624,545,743,498,269,142,113
"66",2,33,6525,1010,710,510,621,591,386,259,116,99
"67",2,34,6604,903,511,593,425,605,380,198,121,90
"68",2,35,6209,746,660,447,572,478,254,202,117,85
"69",2,36,4887,887,498,532,336,454,315,189,113,102
"70",2,37,4991,577,500,218,350,424,227,198,94,66
"71",2,38,3651,603,260,326,319,308,244,154,68,66
"72",2,39,3689,282,304,232,265,366,188,115,74,50
"73",2,40,1589,348,237,198,272,261,189,123,75,49
"74",2,41,1888,297,212,221,196,196,174,87,49,35
"75",2,42,1253,192,203,131,117,200,120,69,42,16
"76",2,43,968,194,130,97,162,132,87,44,22,17
"77",2,44,810,139,91,93,67,109,72,30,24,12
"78",2,45,508,88,82,62,79,80,34,24,20,15
"79",2,46,324,96,50,52,38,49,38,14,17,6
"80",2,47,293,48,44,22,23,36,20,18,15,6
"81",2,48,151,39,17,20,24,26,21,13,6,6
"82",2,49,155,21,17,15,11,32,18,11,8,6
"83",2,50,54,21,26,21,28,100,65,34,23,24
"84",2,99,1511,423,365,309,356,341,339,249,177,192
