"","SEXO","EDAD_MADN","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"1",1,12,17,6,11,18,10,11,7,9,7,21
"2",1,13,134,42,47,57,46,53,17,18,16,25
"3",1,14,798,212,195,213,156,105,52,24,31,28
"4",1,15,2758,680,648,573,420,248,103,62,49,46
"5",1,16,6432,1496,1202,1075,736,390,192,92,67,68
"6",1,17,11353,2675,1721,1513,963,506,234,135,86,92
"7",1,18,15875,3056,2036,1750,1236,625,301,155,132,99
"8",1,19,17787,3508,2264,1937,1300,707,333,149,141,111
"9",1,20,18577,3531,2372,1957,1409,682,311,208,149,90
"10",1,21,19287,3677,2477,2011,1386,735,305,177,163,89
"11",1,22,18996,3665,2231,1838,1323,679,310,159,152,110
"12",1,23,18293,3267,2097,1721,1294,624,317,176,146,109
"13",1,24,17902,3207,1925,1658,1209,716,298,170,126,110
"14",1,25,16569,2878,1867,1521,1102,623,260,185,111,92
"15",1,26,16114,2841,1671,1354,994,542,248,168,105,107
"16",1,27,15046,2524,1623,1208,947,508,240,132,110,65
"17",1,28,13836,2347,1318,1044,858,476,217,129,124,88
"18",1,29,12804,2251,1260,1060,831,491,244,129,97,70
"19",1,30,11658,1901,1176,973,801,380,185,120,77,51
"20",1,31,9959,1865,1051,871,684,373,178,87,72,66
"21",1,32,8952,1565,859,753,584,344,177,80,78,46
"22",1,33,7624,1420,776,661,543,298,151,81,70,46
"23",1,34,6718,1308,710,599,485,255,125,53,61,38
"24",1,35,5980,1151,621,580,436,216,114,51,45,35
"25",1,36,5369,1023,587,536,407,236,97,64,60,25
"26",1,37,4391,867,480,446,331,228,87,60,45,28
"27",1,38,3574,741,418,379,310,198,76,48,29,29
"28",1,39,2928,630,360,297,236,156,79,41,20,23
"29",1,40,2161,475,292,259,204,128,56,38,26,17
"30",1,41,1726,453,223,223,201,134,49,32,27,18
"31",1,42,1293,328,167,152,136,99,39,22,15,12
"32",1,43,839,232,123,134,120,63,34,17,9,7
"33",1,44,554,149,91,85,72,50,23,20,5,6
"34",1,45,357,105,81,78,43,32,13,4,5,7
"35",1,46,237,81,40,39,39,13,13,8,14,5
"36",1,47,130,48,34,26,26,20,6,5,6,4
"37",1,99,1254,458,449,529,540,450,381,299,298,289
"38",2,12,16,4,11,10,14,8,19,7,9,26
"39",2,13,114,51,38,53,57,43,25,8,17,17
"40",2,14,785,220,170,206,169,117,74,36,22,20
"41",2,15,2603,686,580,564,414,220,119,55,47,36
"42",2,16,6171,1455,1196,1104,725,375,191,79,75,56
"43",2,17,10821,2584,1666,1390,1018,522,220,126,92,85
"44",2,18,15240,2991,2073,1807,1188,651,284,131,124,102
"45",2,19,17107,3483,2326,1889,1328,705,312,189,143,117
"46",2,20,17927,3470,2384,1962,1330,689,293,171,154,123
"47",2,21,18308,3667,2503,2045,1379,731,342,200,162,138
"48",2,22,18319,3630,2250,1849,1281,694,311,171,156,113
"49",2,23,17651,3312,2114,1717,1230,635,254,192,141,112
"50",2,24,16877,3198,1932,1621,1169,622,293,180,122,111
"51",2,25,16015,2959,1819,1551,1126,602,266,167,129,96
"52",2,26,15218,2709,1737,1432,1072,570,262,179,136,90
"53",2,27,14401,2600,1524,1300,907,528,214,139,102,97
"54",2,28,13415,2435,1357,1153,876,474,220,114,126,71
"55",2,29,12558,2186,1272,1087,811,439,223,115,93,88
"56",2,30,11216,1844,1165,970,737,402,181,102,98,62
"57",2,31,9753,1857,1040,836,700,358,175,106,84,72
"58",2,32,8990,1587,919,744,597,363,157,89,77,45
"59",2,33,7657,1411,830,665,525,307,141,80,69,63
"60",2,34,6753,1329,701,638,465,298,123,66,59,49
"61",2,35,5908,1073,693,628,433,260,114,72,37,35
"62",2,36,5147,1006,537,509,385,200,105,66,50,21
"63",2,37,4357,863,531,405,368,195,96,52,41,25
"64",2,38,3628,768,464,410,285,177,70,46,31,31
"65",2,39,2906,553,330,308,236,153,69,31,25,13
"66",2,40,2172,507,298,264,218,131,67,28,24,19
"67",2,41,1747,433,268,209,192,101,44,31,26,13
"68",2,42,1272,297,179,185,134,81,42,17,14,12
"69",2,43,779,194,120,116,115,50,31,14,11,10
"70",2,44,550,183,100,90,79,34,25,10,7,8
"71",2,45,353,108,65,54,52,29,16,11,6,2
"72",2,46,216,69,42,51,24,26,14,7,5,8
"73",2,47,151,50,28,23,17,19,4,5,2,3
"74",2,48,93,27,26,22,13,20,10,8,4,2
"75",2,50,193,88,75,83,66,33,33,8,2,3
"76",2,99,1212,422,383,472,505,475,310,285,254,285
