"","SEXO","EDAD_MADN","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995"
"1",1,10,NA,2,NA,NA,NA,NA,NA,9,12,NA
"2",1,11,NA,NA,NA,7,7,NA,NA,NA,13,7
"3",1,12,18,12,7,12,15,19,12,14,20,16
"4",1,13,125,46,33,50,57,51,45,41,31,20
"5",1,14,704,204,101,135,126,190,71,94,56,33
"6",1,15,2381,554,414,326,374,306,160,167,110,86
"7",1,16,4958,1505,619,685,522,670,303,282,179,121
"8",1,17,9433,1982,1001,743,845,862,461,401,253,131
"9",1,18,12445,2922,1020,1109,1105,1071,581,447,265,202
"10",1,19,15381,2513,1461,1311,1195,1269,632,488,319,195
"11",1,20,15096,3243,1577,1400,1328,1195,667,557,358,257
"12",1,21,15594,3503,1676,1455,1139,1158,710,543,376,244
"13",1,22,16747,3306,1553,1250,1102,1196,673,588,322,214
"14",1,23,16302,3241,1245,1064,1128,1077,686,484,319,202
"15",1,24,15750,2820,1318,1173,962,1283,568,434,307,193
"16",1,25,15083,2817,1339,1071,1170,881,568,503,300,211
"17",1,26,13078,2591,1063,1114,690,938,549,443,323,179
"18",1,27,12089,2184,1185,675,792,779,478,415,268,158
"19",1,28,10861,2666,665,855,696,708,513,397,247,151
"20",1,29,11156,1425,832,692,593,853,480,377,284,167
"21",1,30,8597,1849,752,650,755,658,486,391,243,147
"22",1,31,7264,1518,618,730,598,586,463,388,249,140
"23",1,32,6903,1377,726,497,522,626,398,317,176,111
"24",1,33,5918,1586,559,423,573,499,365,272,158,87
"25",1,34,6198,1401,473,552,423,602,322,215,181,91
"26",1,35,5750,1160,623,407,547,334,299,262,162,89
"27",1,36,4477,1208,404,470,245,419,300,220,146,100
"28",1,37,4156,878,450,207,309,306,221,216,132,68
"29",1,38,3488,1064,192,278,252,286,237,182,109,78
"30",1,39,3412,426,268,207,247,322,208,137,90,49
"31",1,40,2002,586,212,209,258,225,148,132,80,50
"32",1,41,1477,359,183,208,164,168,155,122,68,33
"33",1,42,1338,310,195,126,122,160,131,104,52,48
